,word,lemma
1366,томлений,томление
1367,идти,идти
1368,могила,могила
1369,прах,прах
1370,отринет,отринуть
1371,навсегда,навсегда
1372,укоризны,укоризна
1373,захочу,захотеть
1374,дыша,дышать
1375,благодать,благодать
1376,мое,мой
1377,сладко,сладко
1378,державой,держава
1379,слово,слово
1380,штыков,штык
1381,престолу,престол
1382,торговать,торговать
