"","id","id_st","text","meter"
"61","P_1012","P_1012_1","В отдалённости глубо'кой
Жил когда' - то Промете'й ,
Же'ртва до'блести высо'кой
И возвы'шенных страсте'й.
Он заду'мал мы'слью сме'лой
Стать с бога'ми наравне',
И заду'манное де'ло
Развива'лося и зре'ло
В та'йной се'рдца глубине'.
Полн наде'жды, поло'н стра'ха,
Пережи'л он мно'го дней,
Наконе'ц со'здал из пра'ха
Челове'ка Промете'й.
Со'здал ди'во, загляде'нье —
Чле'ны чу'дно хороши';
Но в прекра'снейшем творе'нье
Нет ни жи'зни, ни ду'ши.
И недо'лго та'йны ва'жной
Промете'й не постига'л:
Он душо'й свое'й отва'жной
Тотча'с сре'дство угада'л,
И свой а'лчный дух насы'тил —
Дожи'л ра'достного дня:
У Зеве'са он похи'тил
И'скру та'йного огня';
В то бесчу'вственное те'ло
И'скру ди'вную вложи'л —
И в том те'ле закипе'ло
Пла'мя жи'зни, пла'мя сил.
Но узна'л Зеве'с могу'чий ,
Ви'дел о'ком все свои'м —
И на зе'млю гря'нул ту'чей
И перу'ном огневы'м.
Казнь жесто'кую держа'вный
Похити'телю изре'к.
Чтоб смельча'к изве'дал сла'вный ,
Как могу'ч и си'лен рок:
Чтоб подо'бную зара'зу
Уничто'жить на земле',
Прикова'л его' к Кавка'зу —
К ди'кой су'мрачной ска'ле.
И веле'л Юпи'тер му'дрый
Кровожа'дному орлу',
Что'бы ка'ждый день, что у'тро,
Прилета'л на ту ска'лу ,
Чтоб страда'льца Промете'я
Грудь терза'л и разрыва'л ;
Сам же, зло'бой пламене'я,
Си'лой та'йною владе'я,
Все наза'втра исцеля'л.
До'лго дли'лось наказа'нье;
Но Зеве'са стро'гий взор
У вино'вного созда'нья
Не чита'л в оча'х страда'нья,
А прокля'тья и уко'р.
Наконе'ц яви'лся сме'лый
И могу'чий полубо'г;
Разруша'ть бого'в преде'лы
Безнака'занно он мог;
Пред неви'данною си'лой
Умолка'л и сам Зеве'с —
И носи'лся быстрокры'лый
Бу'йной буре'й Геркуле'с.
Вот одна'жды утомлённый
Близ Кавка'за он присе'л.
Рассвета'ло. Озарённый
Со'лнцем, уж Казбе'к горе'л.
Вдруг видне'ет Геркуле'су,
Сквозь покро'вы лёгкой мглы,
Сквозь прозра'чную заве'су,
Ве'чный у'зник у ска'лы;
А когда' тума'н поднялся',
В ту'чах по не'бу пошёл —
От страда'льца удаля'лся
Мо'щный в высоту' орёл.
К заключённому скоре'е
Геркуле'с напра'вил путь;
Смо'трит он — у Промете'я
Вся исте'рзанная грудь:
Кровь из ран глубо'ких льётся
По утёсистой ска'ле;
Но страда'лец остаётся
С го'рдой ду'мой на челе',
""Сме'ртный! злу'ю э'ту до'лю
Кто, скажи', тебе' суди'л?""
— Мне за де'рзостную во'лю
Так Зеве'с определи'л.
Пусть, что день, он му'ки мно'жит,
Но в душе' не уничто'жит
Мы'сли: сам я бо'гом был! —
Полюби'лся полубо'гу
Де'рзкой ю'ности отве'т —
И приста'вил с си'лой но'гу
К су'мрачной ска'ле атле'т;
Он тяжёлой булаво'ю
Ми'гом часть ска'лы отби'л,
И могу'чею руко'ю
У'зника освободи'л.
Промете'я он изба'вил,
Но из всех око'в одно'
Он в знак па'мяти оста'вил
На руке' его' звено'.
Па'мять дру'га, но не бре'мя,
Промете'й кольцо' носи'л:
Пе'рстень тот щади'ло вре'мя;
Пе'рстень с па'льца не сходи'л.","trochee"
"62","P_1012","P_1012_2","Ны'не ж ко'льцы — знак прия'зни...
Нет це'ны, но некре'пки.
Кто в разлу'ке без боя'зни:
""Не скати'лось бы с ру'ки!""
И пока' в груди' Прекра'сных
Бью'тся сла'бые се'рдца,
Не ищи' в мечта'х напра'сных
Промете'ева ко'льца!
","anapaest"
"63","P_1013","P_1013_1","Есть два блаже'нные мгнове'нья ;
Поэ'т равно' их свя'то чтит;
Одно—святое вдохновенье ,
Моли'тва се'рдца, уми'ленье,
По'лет ду'ши и восторже'нье:
Тогда—тогда поэ'т молчи'т.","iamb"
"64","P_1013","P_1013_2","Есть миг друго'й: пото'ки све'та,
Восто'ргов све'тлые ключи',
Волну'ют грудь и жгут поэ'та,
Как Фе'ба зно'йные лучи';
О, в э'тот миг поэ'т в трево'ге,
Ему' внима'йте в э'тот миг:
Заговори'т он вам о Бо'ге,
И ди'вных вы'мыслах свои'х !","iamb"
"65","P_1013","P_1013_3","Так па'стырь душ коле'на кло'нит,
Подъя'в главу' и длань го'ре,
И вдохнове'н, безмо'лвно, мо'лит
О свы'шнем ми'ре и добре';
Пото'м , восста'в, благовеству'ет
Госпо'дне сло'во и дела' —
И в хра'ме Бо'жием лику'ет,
Греми'т из уст его' хвала'!
","dolnik3"
"66","P_1014","P_1014_1","Кака'я ночь! моро'з треску'чий;
На не'бе ни еди'ной ту'чи ,
Как ши'тый по'лог, си'ний свод
Пестре'ет ча'стыми звёздами.
В дома'х все темно'. У воро'т
Затво'ры с тя'жкими за'мками.
Везде' поко'ится наро'д.
Ути'х и крик и шум торго'вый;
Лишь то'лько ла'ет страж дворо'вый
Да це'пью зво'нкою греми'т.","iamb"
"67","P_1014","P_1014_2","И вся Москва' споко'йно спит,
Забы'в волне'ние боя'зни;
А пло'щадь в су'мраке ночно'м
Сто'ит полна' вчера'шней ка'зни;
Муче'ний све'жий след круго'м.","iamb"
"68","P_1014","P_1014_3","Кто там? чей конь во весь опо'р
По гро'зной пло'щади несётся?
Чей свист, чей гро'мкий разгово'р
Во мра'ке но'чи раздаётся?
Кто сей? Кроме'шник удало'й:
Спеши'ть, лети'т он на свида'нье.
В его' груди' кипи'т жела'нье;
Он говори'ть: ""мой конь лихо'й,
Мой ве'рный конь! лети' стрело'й!
Скоре'й, скоре'й!"" Но конь рети'вой
Вдруг размахну'л плетёной гри'вой
И стал.","iamb"
"69","P_1014","P_1014_4","Е'здок суро'вой
Промча'ться был гото'в:
Но бо'рзый конь под пле'тью бьётся,
Храпи'т, и фы'ркает, и рвётся
Наза'д. ""Куда'? мой конь лихо'й!
Чего' бои'шься? что с тобо'й ?
Мой бо'рзый конь, мой конь уда'лый!
Неси'сь, неси'сь!""
","iamb"
"70","P_1015","P_1015_1","Глубо'кая ве'чность
Огласи'лась сло'вом.
То сло'во: ""да бу'дет!""
Ничто' воплоти'лось
В тьму но'чи и свет;
Могу'чие си'лы
Сомкну'ло в миры',
И чудно'й, прекра'сной
Пове'яло жи'знью;
Земля' красова'лась
Роско'шным эде'мом...
И дух воплощённый,
Владе'тель земли',
С чело'м ве'чно ю'ным,
Высо'ким и стро'йным,
С отве'том свобо'ды
И мы'сли во взо'ре,
На све'тлое не'бо
Как а'нгел гляде'л...","dolnik3"
"71","P_1015","P_1015_2","Свобо'да ду'ши,
Где ж рай твой весёлый?
Следы' твои' страшны',
Отме'чены кро'вью
На пёстрой страни'це
Широ'кой земли';
И лю'тое го'ре
Её зали'ло - -
Ту ди'вную зе'млю,
Бессла'вную зе'млю.","dolnik3"
"72","P_1015","P_1015_3","Но сло'во: ""да бу'дет!""
То ве'чное сло'во - -
Не ми'мо идёт.
В ха'осе печа'ли,
В полу'ночном мра'ке
Надзе'мных су'деб,
Боже'ственной мы'слью
На дре'ве креста'
Сия'ет и све'тит
Терно'вый вене'ц...
И го'рькие слезы' - -
Раска'янья сле'зы,
На бле'дных лани'тах
Земно'го царя'
Зажгли'сь упова'ньем
Высо'ким и све'тлым,
И дух вдохновля'ет
Мяте'жную ду'шу;
И сла'дко ей го'ре,
Поня'тно ей го'ре - -
Оно' искупле'нье
Прекра'сного ра'я...","amphibrach"
"73","P_1015","P_1015_4","""Да бу'дет!"" и бы'ло,
И ви'дим, и бу'дет - -
Всегда', без конца'...
Кто ж, Он, Всемогу'щий?
И где обита'ет?","amphibrach"
"74","P_1015","P_1015_5","Нет бо'гу вопро'са,
Нет ме'ры Ему'...
","amphibrach"
"75","P_1016","P_1016_1","Скажи', краса'вица жесто'кая моя',
Уже'ль всю жизнь свою' ты обрекла' бесстра'стью?
Уже'ль, презре'нием полна' к земно'му сча'стью,
Лишь к го'рней ра'дости па'рит душа' твоя'?
Иль кля'тву ты дала' - в борьбе' тяжёлой, ве'чной,
С очарова'нием, с наде'ждой, с чу'вством быть;
Не знать волше'бных уз взаи'мности серде'чной
И челове'ческой любо'вью не люби'ть?
Из благоче'стия ты се'рдце молодо'е
Мгнове'нно обману'ть могла' свое'й мечто'й:
Страши'сь, чтоб не'когда раска'янье живо'е
Не уничто'жило непро'чный твой поко'й!","iamb"
